id	dep	circo	inscrits	abstentions	votants	blancs	nuls	exprimes	p1_panneau	p1_sexe	p1_nom	p1_prenom	p1_nuance	p1_voix	p2_panneau	p2_sexe	p2_nom	p2_prenom	p2_nuance	p2_voix	p3_panneau	p3_sexe	p3_nom	p3_prenom	p3_nuance	p3_voix	p4_panneau	p4_sexe	p4_nom	p4_prenom	p4_nuance	p4_voix	p5_panneau	p5_sexe	p5_nom	p5_prenom	p5_nuance	p5_voix	p6_panneau	p6_sexe	p6_nom	p6_prenom	p6_nuance	p6_voix	p7_panneau	p7_sexe	p7_nom	p7_prenom	p7_nuance	p7_voix	p8_panneau	p8_sexe	p8_nom	p8_prenom	p8_nuance	p8_voix	p9_panneau	p9_sexe	p9_nom	p9_prenom	p9_nuance	p9_voix	p10_panneau	p10_sexe	p10_nom	p10_prenom	p10_nuance	p10_voix	p11_panneau	p11_sexe	p11_nom	p11_prenom	p11_nuance	p11_voix	p12_panneau	p12_sexe	p12_nom	p12_prenom	p12_nuance	p12_voix	p13_panneau	p13_sexe	p13_nom	p13_prenom	p13_nuance	p13_voix	p14_panneau	p14_sexe	p14_nom	p14_prenom	p14_nuance	p14_voix	p15_panneau	p15_sexe	p15_nom	p15_prenom	p15_nuance	p15_voix	p16_panneau	p16_sexe	p16_nom	p16_prenom	p16_nuance	p16_voix	p17_panneau	p17_sexe	p17_nom	p17_prenom	p17_nuance	p17_voix	p18_panneau	p18_sexe	p18_nom	p18_prenom	p18_nuance	p18_voix	p19_panneau	p19_sexe	p19_nom	p19_prenom	p19_nuance	p19_voix	p20_panneau	p20_sexe	p20_nom	p20_prenom	p20_nuance	p20_voix	p21_panneau	p21_sexe	p21_nom	p21_prenom	p21_nuance	p21_voix	p22_panneau	p22_sexe	p22_nom	p22_prenom	p22_nuance	p22_voix
13_06	13	06	78511	45399	33112	321	102	32689	6	F	MOREL	Corinne	DXG	164	4	F	HOLAGNE	Magali	NUP	7179	1	M	GOULTINE	Eddie	DVG	33	8	F	HOCINI	Sophia	DVG	859	5	F	HAMICHE	Fazia	ECO	274	9	M	LAUMONIER	Dominique	ECO	664	13	F	COLLETTE	Angélique	ECO	254	11	F	LAREDO	Clara-Maria	REG	34	12	M	ROYER-PERREAUT	Lionel	ENS	9725	14	F	GOY	Sophie	DVC	253	7	M	REAULT	Didier	LR	2744	3	M	JOUBERT	Michel	DSV	375	10	M	DUBREUIL	Richard	REC	2321	2	F	BEZ	Éléonore	RN	7810																																																
13_07	13	07	67119	48457	18662	297	140	18225	4	F	PÉCOUT	Danièle	DXG	184	12	M	PERNICE	Stéphane	DXG	120	7	M	DELOGU	Sébastien	NUP	6904	2	M	AMOUCHE	Ali	DVG	730	5	M	PROVÉ	François	ECO	97	6	F	MERSALI	Nadia	ECO	167	9	F	BOVÉ	Sandrine	ECO	421	10	F	MEUCHE	Jacobine	ECO	0	3	F	ZEROUALI	Karima	DIV	248	11	M	CHABOUNI	Nourdine	DIV	1058	14	M	AHAMADA	Saïd	ENS	2879	13	M	DELERIA	Raymond	UDI	294	8	M	LONGO	Lorenzo	REC	897	1	M	SELLOUM	Arezki	RN	4226																																																
13_08	13	08	102834	54662	48172	563	215	47394	1	M	BAZZALI	Rémy	DXG	353	5	M	DELIGNY	Eric	NUP	9197	3	M	AKSIL	Boualam	ECO	442	6	M	GAGO-CHIDAINE	Victor	ECO	350	7	M	MEHL	Daniel	ECO	1254	2	F	IMBERT	Sophie	DIV	237	8	M	ZULESI	Jean-Marc	ENS	13166	10	M	YTIER	David	LR	7074	11	F	GALHARAGUE	Edith	DSV	679	4	M	FARGE	Jean-Michel	REC	2638	9	M	TONUSSI	Romain	RN	12004																																																																		
13_09	13	09	100961	54812	46149	584	218	45347	1	M	OTCHAKOVSKY	François	DXG	271	12	F	RAYNAUD	Coralie	DXG	126	6	M	TROTTMANN	Lucas	NUP	9776	4	M	BENARIOUA	Rebia	DVG	603	2	M	LACHIQUE	Simon	ECO	989	13	M	COMBO	Daniel	ECO	580	3	M	MICHEL	Aurélien	DIV	114	9	M	REYNAUD	Jean	REG	251	10	M	MAS-FRAISSINET	Bertrand	ENS	9306	14	F	BREGEON	Amélie	DVC	380	8	M	GIBERTI	Roland	LR	7061	11	M	SCHIPANI	Giovanni	DVD	1267	7	F	KNEZEVIC	Hélène	DSV	539	5	F	LEGUEM	Laurence	REC	2828	15	F	MÉLIN	Joëlle	RN	11256																																										
13_10	13	10	109067	56110	52957	681	255	52021	4	M	VALIENTE	Jean-Claude	DXG	391	1	F	MESURE	Marina	NUP	11271	2	M	DAUDE	Patrice	ECO	1097	10	F	COLANTONIO	Céline	ECO	512	13	F	DESBLANCS	Lucie	ECO	643	5	F	GOZZI	Magali	REG	75	12	F	BOURCET-GINER	Véronique	ENS	10739	8	F	COUTENET	Nathalie	DVC	1041	9	M	PEROTTINO	Serge	LR	7016	6	F	BRUN	Stéphanie	DSV	0	11	M	MARTI	Robert	DSV	658	3	M	COURTARO	Jean-Philippe	REC	3413	7	M	GONZALEZ	José	RN	15165																																																						
13_11	13	11	92277	49906	42371	536	166	41669	2	F	MARIA	Charlotte	DXG	337	3	M	SALORD	Stéphane	NUP	9362	13	M	CASTEL	Rodolph	DVG	412	1	M	BRUN	Rodolphe	ECO	978	6	M	HADJALI	Romain	ECO	358	7	F	FANFAN	Céline	ECO	531	12	M	DELALANDE	Régis	REG	302	9	M	LAQHILA	Mohamed	ENS	10598	11	F	VIRZI	Elodie	DVC	1134	10	M	LIBERMAN	Hervé	UDI	4399	4	M	EL DEBS	Sébastien	DSV	616	5	M	PIANO	Jérémie	REC	2963	8	M	FABRE-AUBRESPY	Hervé	RN	9679																																																						
13_12	13	12	94713	55422	39291	735	181	38375	5	M	ROCHE	François	DXG	295	7	F	CHAUVIN	Isabelle	NUP	7339	2	M	DJEDOU	Faouzi	DVG	621	1	F	CASTANET	Audrey	ECO	1298	8	M	RIBEIRO	Stéphane	ECO	583	9	M	DIARD	Eric	LR	11429	3	M	DELESPAUL	Hervé	DSV	538	4	M	CLOSTERMANN	Jacques	REC	2351	6	M	ALLISIO	Franck	RN	13921																																																																														
13_13	13	13	94380	53236	41144	733	325	40086	10	M	MÉTRAL	Cyril	DXG	549	2	M	DHARRÉVILLE	Pierre	NUP	14361	4	F	MAINVILLE	Marie	ECO	459	6	F	FRANZI	Olivia	ECO	702	7	M	CHEVREUX	Joël-Pierre	ECO	954	8	M	LOPEZ	Francis	DIV	608	11	M	BOISSIN	Thierry	ENS	6180	9	F	ROUBY	Isabelle	LR	1205	3	F	BUSSON	Stéphanie	DSV	685	1	F	VILLECOURT-GIL	Christiane	REC	1953	5	M	FOUQUART	Emmanuel	RN	12430																																																																		
13_14	13	14	99296	51003	48293	541	243	47509	8	F	ROCHE	Anne	DXG	283	6	F	LE CACHEUX	Hélène	NUP	12256	2	M	KAVAZIAN	Alain	ECO	1192	7	F	MICHON	Valérie	ECO	504	11	F	DE BUSSCHERE	Charlotte	ECO	1015	9	M	LONG	Cédric	REG	289	10	F	PETEL	Anne-Laurence	ENS	14250	12	M	BOURGAREL	Rémi	DVC	212	3	M	BOULAN	Michel	LR	5741	4	M	BONIN	Fabrice	DSV	831	1	F	CALBET	Catie	REC	2975	5	F	COCH	Emeline	RN	7961																																																												
13_15	13	15	109293	56535	52758	750	291	51717	2	F	TESTUT	Anne	DXG	353	5	F	JUNG	Michèle	NUP	9715	10	F	BANDERIER-ZAHIR	Mounia	DVG	701	8	M	LAPEYRE	Nicolas	ECO	1911	9	F	KLEIN	Sandrine	ECO	454	3	M	VERNAY	Tanguy	DIV	397	6	F	ANZALONE	Marie-Laurence	ENS	11458	7	F	OUKKAL	Nadia	DVC	0	1	M	REYNÈS	Bernard	LR	7456	4	F	CHARIN	Simone	DSV	802	12	F	MARCHAND	Audrey	REC	3201	11	M	BAUBRY	Romain	RN	15269																																																												
13_16	13	16	91744	50673	41071	793	344	39934	5	M	DUBOST	Guy	DXG	493	9	F	PASQUINI	Sylvie	DXG	452	4	M	CAILLAULT	Christophe	NUP	10673	2	M	CESARI	Cédric	ECO	607	10	M	SANCHEZ	Grégory	ECO	1227	7	M	MELONI	Jean-Baptiste	DIV	2	6	F	CAILLAUD	Mariana	ENS	9970	8	F	LAUPIES	Valérie	DSV	1440	3	M	REMISE	Jean-Guillaume	REC	2746	1	M	TACHE DE LA PAGERIE	Emmanuel	RN	12324																																																																								
14_01	14	01	72797	33967	38830	588	202	38040	3	M	CASEVITZ	Pierre	DXG	509	10	F	FOURREAU	Emma	NUP	13622	2	M	CORBERY	Blaise	DVG	336	9	M	GALLOIS	Jérémy	DVG	391	1	M	THOMAS	Florent	ECO	688	8	M	LE VIGOUREUX	Fabrice	ENS	11507	5	F	SIMONNET	Sophie	LR	5275	7	F	BLOUIN	Marlène	DSV	559	4	F	CHAHINE	Anne-Laure	REC	1105	6	F	LIBAN	Josseline	RN	4048																																																																								
14_02	14	02	68611	34532	34079	450	209	33420	2	M	GARCIA	Christophe	DXG	497	11	M	SÉNÉTAIRE	Vincent	DXG	268	10	M	DELAPORTE	Arthur	NUP	14040	9	M	LERENDU	Julien	ECO	628	7	F	DUMONT PRIEUX	Sylvie	ENS	8138	4	F	CRONIER	Virginie	DVC	813	1	F	BROU	Camille	LR	2449	6	F	FRANCOISE	Angélique	DSV	254	8	M	AMBOURG	Philippe	DSV	356	5	F	CAILLEMER	Esteline	REC	886	3	F	DESLANDES	Céline	RN	5091																																																																		
14_03	14	03	79776	40819	38957	603	303	38051	1	F	LECONTE	Elisabeth	DXG	505	8	M	LANGEVIN	Michel	DXG	706	9	M	CANU	Didier	NUP	8160	7	F	SÉNÉCAL	Sylvie	DVG	2	10	M	GUZMAN VELEZ	Johann	ECO	616	3	M	PATRIER-LEITUS	Jérémie	ENS	8531	4	F	PORTE	Nathalie	LR	8311	2	M	MAFIODO	Steven	DSV	636	5	M	FAUVAGE	Edouard	REC	1355	6	F	VILMET	Martine	RN	9229																																																																								
14_04	14	04	104659	51235	53424	722	285	52417	8	M	POIROT-BOURDAIN	Patrick	DXG	605	4	M	MOURARET	Pierre	NUP	11865	6	M	LORIMIER	Manuel	ECO	1124	1	M	BLANCHET	Christophe	ENS	19101	7	M	LAGARDE	Louis	DVC	281	2	F	GAUGAIN	Sophie	LR	6583	3	F	PERRIN	Florence	DSV	788	5	F	COTHIER	Florence	REC	2221	9	M	BELONCLE	Patrick	RN	9849																																																																														
14_05	14	05	92550	43204	49346	593	221	48532	9	F	PELTRE	Isabelle	DXG	426	1	F	HAREL	Valérie	NUP	11255	5	M	BRUNSCHVICG	Xavier	DVG	2160	8	M	FRIQUET	Michaël	ECO	743	2	M	BOUYX	Bertrand	ENS	13514	6	M	NOUVELOT	Cédric	LR	8733	7	M	MULLER	Nicolas	DVD	1	4	F	BOISSEL	Anne	DSV	888	10	M	MESGUICH	Philippe	REC	1572	3	M	CHAPRON	Philippe	RN	9240																																																																								
14_06	14	06	96452	47112	49340	826	463	48051	4	F	GEORGET	Pascale	DXG	547	7	M	GAUCHARD	Noé	NUP	11786	3	F	SAAD	Jemâa	DVG	486	8	F	MBELO	Anne-Lyse	DVG	889	10	M	BATTAIL	Bruno	ECO	672	2	F	BORNE	Elisabeth	ENS	16491	6	M	ORMAIN	François	DVC	723	1	F	LAHALLE	Lynda	DVD	3473	5	M	GUETTIER	Mickaël	DSV	1195	9	F	DUPONT	Valérie	REC	1342	11	M	ROY	Jean-Philippe	RN	10447																																																																		
15_01	15	01	63112	29133	33979	692	313	32974	2	M	DAUVILLIER	Rémy	DXG	437	6	M	MACIAZEK	Michel	NUP	6104	3	M	TEYSSEDOU	Michel	ENS	7338	1	M	DESCOEUR	Vincent	LR	13299	7	M	DELPONT	Jean-Pierre	DVD	1088	4	M	DE  BALINCOURT	Guillaume	REC	1013	5	F	GALLAIS	Dorothée	RN	3695																																																																																										
15_02	15	02	52867	24448	28419	457	192	27770	3	F	CHEIKHI	Mona	DXG	285	8	F	MORILLE	Mélody	NUP	4534	5	M	DELMOURE	Jean-René	ECO	7	2	F	GUIBERT	Martine	ENS	4848	1	M	BONY	Jean-Yves	LR	10472	7	M	TOTY	Louis	DVD	2967	6	M	CHEYROL	Antoine	REC	796	4	M	LACROIX	Gilles	RN	3861																																																																																				
16_01	16	01	83777	42466	41311	522	280	40509	2	M	NICOLAS	Olivier	DXG	363	6	M	PILATO	René	NUP	11152	8	M	DAURÉ	Jean-François	DVG	5065	5	F	BERTHELOT	Corinne	ECO	1237	4	M	MESNIER	Thomas	ENS	12336	7	F	CLERGEAU	Alice	LR	2122	3	M	DE LORGERIL	Dominique	REC	1731	1	F	MARTINESE	Anna	RN	6503																																																																																				
16_02	16	02	83697	42385	41312	773	330	40209	8	F	BESSAS	Françoise	DXG	470	10	F	CHEVALIER	Chloé	NUP	8244	4	M	DESBROSSE	Jérôme	DVG	1915	3	M	CAULLIEZ	Quentin	ECO	477	6	F	BATAILLE	Carole	ECO	1077	2	F	MARSAUD	Sandra	ENS	11568	7	M	LELIÈVRE	Jean-Hubert	LR	4920	5	M	SAUTON	William	DSV	772	1	F	GORIAUX	Daphné	REC	1521	9	M	RAPPASSE	Marceau	RN	9245																																																																								
16_03	16	03	90900	43810	47090	1046	598	45446	1	M	CURGALI	Patrick	DXG	522	11	M	RAGUET	Alexandre	DXG	252	4	F	NOËL	Marie-Pierre	NUP	8851	3	M	LAMBERT	Jérôme	DVG	8142	12	M	LALANNE	Francis	ECO	963	13	M	TOMSIN	Eric	ECO	281	7	M	FOUILLET	Laurent	DIV	2603	2	F	MOCOEUR	Sylvie	ENS	9286	9	F	BARUCH	Sandrine	DVC	320	6	M	GUIGNARD	Pierre Henri	LR	1914	5	F	ALLONCLE	Nathalie	DSV	553	8	F	DE CLISSON	Aurore	REC	1284	10	F	COLOMBIER	Caroline	RN	10475																																																						
17_01	17	01	110468	54880	55588	369	167	55052	6	M	COLIN	Antoine	DXG	319	7	M	SOUBESTE	Jean-Marc	NUP	12875	2	M	FALORNI	Olivier	DVG	15976	9	F	NÉDELLEC	Marie	DVG	4061	3	F	CHAIR	Agnès	ECO	629	4	M	PERE	Philippe	DIV	32	5	F	MADELAINE	Martine	ENS	12656	1	F	RICHEZ-LEROUGE	Véronique	DVC	1009	8	F	TANGUY	Nadine	DVD	128	11	M	FRANÇOIS	Nicolas	REC	2114	10	F	CHAUVEAU	Emma	RN	5253																																																																		
17_02	17	02	112182	56838	55344	784	282	54278	3	M	AUGER	Thierry	DXG	467	10	M	CASTELLO	Frédéric	DXG	500	9	M	RAYMOND	Nordine	NUP	14928	5	F	FORNILI	Marie	DVG	0	2	F	SERRURIER	Evelyne	ECO	2162	6	M	LARCHER	Adrien	ECO	772	11	F	BABAULT	Anne-Laure	ENS	15246	1	M	LABICHE	David	LR	6680	4	F	ISELI	Claude	DSV	637	7	F	GIRAUD	Corinne	REC	1837	8	M	GUERIT	Richard	RN	11049																																																																		
17_03	17	03	84183	41978	42205	696	294	41215	1	M	RICHÉ	Philippe	DXG	90	5	F	RAHMANI	Khamssa	DXG	239	8	M	DAHAN	Gérald	NUP	8685	10	M	BARUSSEAU	Fabrice	DVG	4061	6	F	RAÏSSAC-JARRARD	Nathalie	ECO	793	7	M	WONG	Christian	ECO	500	11	F	ELMAYAN	Lorys	ECO	609	2	M	ARDOUIN	Jean-Philippe	ENS	10111	13	M	DIETZ	Pierre	DVC	1922	3	M	GIRAUD	Bertrand	LR	2826	9	F	BOURHIS	Lydia	DSV	507	12	M	PINEAU	Maurice	REC	1680	4	F	COLLARD	Nathalie	RN	9192																																																						
17_04	17	04	94405	46890	47515	883	450	46182	8	F	BARRAUD	Valérie	DXG	733	7	F	DESSELLES	Danièle	NUP	9114	2	F	CHASSAIN	Annie	DVG	1	9	M	CROCHET	Sébastien	ECO	626	3	M	GERARD	Raphaël	ENS	12743	10	M	MARS	Patrick	DVC	552	4	F	DE ROFFIGNAC	Françoise	LR	6828	6	M	LOTH	Stéphane	DVD	935	11	M	LERAT	Cyril	DSV	815	1	M	ROBIN	Jean	REC	1935	5	M	MARKOWSKY	Pascal	RN	11900																																																																		
17_05	17	05	119713	58936	60777	675	315	59787	6	F	CASSETTE	Danièle	DXG	620	1	F	GROCH	Marie-Noëlle	RDG	1506	2	F	SOLA	Margarita	NUP	11886	7	M	MARICHAL	Vincent	ECO	826	8	M	DEQUATRE	Romuald	ECO	1525	9	M	PLASSARD	Christophe	ENS	14245	3	M	QUENTIN	Didier	LR	10519	4	M	DATHY	Grégory	DSV	782	5	F	COURTOIS	Florence	REC	2474	10	F	WERBROUCK	Séverine	RN	15404																																																																								
18_01	18	01	71167	35638	35529	765	183	34581	4	F	CERVEAU	Sylvie	DXG	607	2	M	CHARPENTIER	Alex	NUP	8370	6	M	CORMIER BOULIGEON	François	ENS	11113	3	M	DALLOIS	David	LR	4669	5	F	BÉRINGER	Karine	DSV	571	7	M	BERNELLE	Adrien-Laurent	REC	1660	1	F	APRICENA	Julie	RN	7591																																																																																										
18_02	18	02	68867	36244	32623	572	219	31832	4	M	ROBIN	Régis	DXG	459	9	M	SANSU	Nicolas	NUP	10300	5	F	DEBEUGNY	Emma	ECO	596	8	F	MERLIN	Sophie	DIV	584	7	F	ESSAYAN	Nadia	ENS	7193	6	M	BAERT	Adrien	LR	3912	2	F	FLORENT	Monique	DSV	383	3	F	PATTE-SUCHETET	Mathilde	REC	1088	1	F	POLY	Christine	RN	7317																																																																														
18_03	18	03	84519	42423	42096	968	339	40789	5	M	BELLET	Eric	DXG	759	4	F	GARCIA-BOSCH-DE MORALES	Aliénor	NUP	8901	7	F	TISSIER	Karine	ECO	792	8	M	KERVRAN	Loïc	ENS	13299	6	F	DE CHOULOT	Bénédicte	LR	3171	2	M	DUMAY	Frédéric	DSV	924	3	F	MARTEEL	Nathalie	REC	1717	1	M	DE LA TOCNAYE	Thibaut	RN	11226																																																																																				
19_01	19	01	92421	38506	53915	1044	626	52245	2	F	COINAUD	Marie-Thérèse	DXG	559	5	M	AMIARD	Yannick	DXG	183	6	F	DEVEAUD	Sandrine	NUP	13271	9	F	TAYSSE	Annick	DVG	5201	8	M	DHERSIN	Patrick	ECO	995	3	F	REBIERE	Amélie	DIV	1661	4	M	JERRETIE	Christophe	ENS	10095	7	M	DUBOIS	Francis	LR	10772	10	M	OGUINENA	Gilles	REC	1603	1	F	POUGET	Maitey	RN	7905																																																																								
19_02	19	02	93149	42986	50163	1116	667	48380	11	F	SICARD	Sylvie	DXG	433	9	F	HERZHAFT	Chloé	NUP	10239	1	F	QUILLOT	Lise	DVG	1063	7	M	LE BILLAN	Charles-Henri	DVG	2477	10	M	COJAN	Patrick	ECO	462	12	F	SAUVINIAT	Céline	ECO	681	8	F	AYRAULT	Marie	DIV	643	2	M	BROUSSE	Nicolas	ENS	9947	3	M	BONNIE	Olivier	DVC	615	5	F	MEUNIER	Frédérique	LR	11262	4	M	DUMAS	Thierry	DSV	465	13	F	DOS SANTOS DE OLIVEIRA	Camille	REC	1603	6	M	ELOPHE	Valéry	RN	8490																																																						
2A_01	2A	01	52261	28086	24175	300	216	23659	12	F	LAINEZ	Claire	DXG	79	4	M	DE MARI	Robin	DVG	1281	6	F	SUSINI	Angélique	DVG	353	8	F	AMZIANE	Anissa-Flore	DVG	522	11	F	BIZZARI	Pascale	ECO	207	5	M	CARROLAGGI	Jean-Paul	REG	3002	9	M	COLONNA	Romain	REG	4135	7	M	MARCANGELI	Laurent	ENS	7972	3	M	MOZZICONACCI	Michel	DVC	2193	2	M	LIPPLER	Walter	DSV	174	1	M	QUINTELA	David	REC	738	10	F	ANTONA	Nathaly	RN	3003																																																												
2A_02	2A	02	61842	35330	26512	513	355	25644	2	M	DAÏEN	Yves	DXG	80	5	F	SALMAT	Ghislaine	DVG	361	6	M	MUSELLI-COLONNA	Pierre-Ange	DVG	1104	9	M	CHAMPEAU	Dylan	DVG	1046	1	M	NICOLAI	Yves	ECO	721	4	M	COLOMBANI	Paul-André	REG	9549	11	M	PUCCINELLI	Pierre-Paul	REG	336	10	F	BOZZI	Valérie	DVD	7084	8	M	ETTORI	Vincent Louis	DSV	374	3	M	BATTISTINI	Olivier	REC	1202	7	M	FILONI	François	RN	3787																																																																		
2B_01	2B	01	61515	36334	25181	317	240	24624	7	M	JOSUÉ	Olivier	DXG	112	6	F	MAUNY	Dominique	DVG	1533	10	M	STEFANI	Michel	DVG	1416	8	M	STAELENS	Michel	ECO	646	2	M	MAQUET	Gaël	DIV	37	5	M	CASTELLANI	Michel	REG	8316	12	M	TOMASI	Petru Antone	REG	1818	4	M	PAOLI	Jean-François	ENS	2944	1	M	MORGANTI	Julien	DVC	3352	11	F	CETTOUR-LEONI	Christine	DSV	275	3	M	LAMBERTI	Jean	REC	1179	9	M	FERNANDEZ	Alexis	RN	2996																																																												
2B_02	2B	02	67935	35195	32740	584	265	31891	7	F	RONGIONE	Viviane	DXG	215	4	F	RAFFAELLI - FRANCESCHI	Amélie	DVG	1879	5	F	ML MARIANI	Baronne	DIV	75	1	M	ACQUAVIVA	Jean-Félix	REG	10670	6	M	MORTINI	Lionel	REG	5736	2	M	CECCOLI	François-Xavier	DVD	9267	3	F	SALDUCCI	Marie Dominique	DSV	391	8	M	CARDI	Jean	RN	3658																																																																																				
21_01	21	01	70368	32512	37856	424	133	37299	7	M	GROS	Dominique	DXG	105	8	M	THÉVENIN	Julien	DXG	256	2	M	PEILLON	Antoine	NUP	9558	5	F	ZIVKOVIC	Sladana	DVG	2959	1	M	MARTIN	Didier	ENS	11622	6	M	TITRAOUI	Amar	DVC	161	10	M	AYACHE	Franck	UDI	386	9	M	DUGOURD	François-Xavier	LR	5521	11	F	BOURGUIGNON	Manon	DSV	574	4	F	MOHAMED	Ambrine	REC	1599	3	F	JOURDIER	Grâce	RN	4558																																																																		
21_02	21	02	71505	36160	35345	607	172	34566	7	F	ROCHER	Claire	DXG	591	5	F	HERVIEU	Catherine	NUP	10116	4	M	BORDAT	Benoît	ENS	9347	6	M	HUGUET	Adrien	LR	3952	2	M	DAVID	Bruno	DVD	1217	8	F	SALINAS	Amélia	DSV	530	3	M	GAILLARD	Franck	REC	1662	1	F	FORTIER	Mélanie	RN	7151																																																																																				
21_03	21	03	72546	37877	34669	569	177	33923	12	F	DELORME	Fabienne	DXG	318	4	F	MARC	Patricia	NUP	8610	1	M	RICHARD	Xavier	DVG	1539	3	F	FAUVET	Tarja	DVG	270	11	M	VAN MELCKEBEKE	Clément	DVG	839	5	M	LOUIS	Bruno	ECO	904	7	M	BENREDJEM	François	ECO	469	13	F	KHATTABI	Fadila	ENS	8701	6	F	GRANDET	Valérie	LR	2853	8	F	HAMIDI	Yasmina	DSV	252	9	M	COLLENNE	Julien	DSV	45	2	F	LACROIX-SAMPER	Solène	REC	1419	10	M	BOURGOIS	Dominique-Alexandre	RN	7704																																																						
21_04	21	04	68395	31082	37313	560	177	36576	6	F	MARCHAL	Isabelle	DXG	328	2	M	MOLINOZ	Patrick	RDG	2540	9	M	GUINOT	Stéphane	NUP	6448	4	M	GUILLET	Michel	ECO	532	5	F	DE COURSON	Yolaine	ENS	5869	7	M	BRIGAND	Hubert	LR	6660	10	F	PORTE	Laurence	DVD	4371	8	M	BEUDET	Julien	DSV	359	3	M	BOMMIER	Loup	REC	1736	1	M	PONELLE	Jean-Marc	RN	7733																																																																								
21_05	21	05	85686	42560	43126	673	244	42209	4	F	PETET	Françoise	DXG	400	9	M	LAMBERT	Michel	DXG	130	2	F	DE ALMEIDA	Isabelle	NUP	8299	3	F	ROBERT	Clélia	ECO	1430	8	M	PARIS	Didier	ENS	11326	7	F	FOUGÈRE	Charlotte	LR	5620	5	M	MOREAU	Hervé	DVD	2924	10	M	BOUVAREL	Jean-Claude	DSV	232	6	M	JORDAN	Denis	REC	1843	1	M	LIORET	René	RN	10005																																																																								
22_01	22	01	91910	43151	48759	795	333	47631	1	F	POUILLART	Morgane	DXG	363	2	M	LE FOL	Alain	DXG	504	9	F	GORGIARD	Marion	NUP	13092	4	M	RAOULT	Loïc	DVG	4689	5	F	SERGENTON	Nathalie	ECO	684	8	F	DARRAS	Fanny	REG	786	13	M	MARTIN	Joannic	REG	363	3	M	COSSON	Mickaël	ENS	11817	11	M	SIMELIERE	Thierry	DVC	3502	10	M	BRIEND	Stéphane	DVD	3047	14	M	FALIGOT	Romain	DVD	1197	6	M	LAMY	Yvan	DSV	468	7	M	THOMAS	Pierre-Yves	REC	1215	12	F	BILLAUD	Françoise	RN	5904																																																
22_02	22	02	103405	45493	57912	774	393	56745	4	M	SICRE	Jean-Luc	DXG	343	8	F	HERBLIN	Lucie	DXG	500	12	M	RICARD	Bruno	NUP	14659	6	M	DROUILLET	Raphaël	ECO	582	10	M	MONROCQ	Serge	ECO	904	2	M	BONVOISIN	Franck	DIV	521	7	F	MARIE	Héléna	REG	531	1	M	BERVILLE	Hervé	ENS	20946	9	M	DESBOIS	Michel	DVD	5807	11	F	HUBERT	Sophie	DSV	684	5	F	CROKAERT	Eugénie	REC	1928	3	M	KIEFFER	Antoine	RN	9340																																																												
22_03	22	03	88969	39690	49279	494	320	48465	9	M	LAMOUR	Jean-Pierre	DXG	489	6	M	RAVARD	Antoine	NUP	10980	4	F	NIVET	Florence	ECO	381	8	M	TYLI	Bryan	REG	447	2	M	ALLAIN	Olivier	ENS	9049	7	M	LE FUR	Marc	LR	20203	3	F	LEFEUVRE	Marie-Thérèse	DSV	435	5	F	LECAT	Marie-Pierre	REC	788	1	F	DE MELLON	Odile	RN	5693																																																																														
22_04	22	04	81079	36361	44718	755	401	43562	3	F	LIRONCOURT	Sylvie	DXG	519	2	F	LEPVRAUD	Murielle	NUP	11852	9	M	GUÉGUEN	Alain	DVG	5552	1	M	TOUDIC	Arnaud	ECO	1391	10	M	TOUZÉ	Nicolas	ECO	467	11	M	DRISSI	Moulay	DIV	372	6	F	LE SCOUR	Françoise	REG	647	7	F	ROLLAND	Myriam	REG	286	12	M	KERLOGOT	Yannick	ENS	11296	5	M	PRIGENT	Jean-Paul	LR	2964	4	F	VINCELEUX	Edwige	REC	1189	8	M	LUDE	Noël	RN	7027																																																												
22_05	22	05	107754	46694	61060	794	324	59942	2	M	GUÉGUEN	Yann	DXG	485	12	F	WEBER	Carine	DXG	289	8	F	TROADEC	Marie-Amélie	NUP	15851	3	M	LE MEAUX	Vincent	DVG	6144	6	M	PIEPERS	Mael	ECO	0	7	F	GIOUX	Sylvie	ECO	1900	9	F	VICET	Marielle	DIV	549	4	M	PODER	Eric	REG	362	10	F	KERRAIN	Trefina	REG	1277	14	M	BOTHOREL	Eric	ENS	18543	5	M	JEZEQUEL	Yves	LR	4038	13	M	LECLERC	Erwann	DSV	540	11	M	GERMAIN	Bernard	REC	1965	1	F	CASTEK	Sandrine	RN	7999																																																
23_01	23	01	91035	41508	49527	1332	614	47581	4	F	DUMON	Catherine	DXG	630	6	F	COUTURIER	Catherine	NUP	12545	5	F	KENNEDY	Roubiali	DVG	79	1	F	MIRAN	Françoise	ECO	1061	7	M	MOREAU	Jean-Baptiste	ENS	12368	3	M	AUCLAIR	Jean	DVD	8383	8	F	DEFEMME	Catherine	DVD	2429	2	F	JOSSET	Hélène	DSV	223	11	F	DURENGUE	Elisabeth	DSV	630	10	M	GIROIX	Grégory	REC	1115	9	F	BILDE	Sylvie	RN	8118																																																																		
