dep	circo	panneau	sexe	nom	prenom	nuance_ministere	nuance_lemonde	bloc_lemonde	parti_lemonde
28	03	12	F	BARBIER	Claire	ECO	Anim.	Divers	Parti animaliste
28	03	13	F	LAMOUREUX	Aurore	DXG	POID	Extrême gauche	Parti ouvrier indépendant démocratique
28	04	1	M	GASTON	Mathieu	NUP	LFI-Nupes	Nupes	La France insoumise
28	04	2	M	LHOPITEAU	Vincent	REC	Rec.	Reconquête	Reconquête !
28	04	3	M	VIGIER	Philippe	ENS	MoDem-Ensemble	Ensemble	Mouvement démocrate
28	04	4	F	DE OLIVEIRA	Virginia	RN	RN	Rassemblement national	Rassemblement national
28	04	5	M	MIOQUE	Pierre	ECO	Anim.	Divers	Parti animaliste
28	04	6	F	ASSAYAG	Anne-Laure	DXG	LO	Extrême gauche	Lutte ouvrière
28	04	7	F	DASSAS	Evelyne	ECO	écol.	Divers	divers écologistes
28	04	8	F	MEYBLUM	Elisabeth	LR	LR	LR-UDI	Les Républicains
28	04	9	F	LEMOINE	Aude	DSV	souv.	Divers	divers souverainistes
29	01	1	M	FONTAINE	Georges-Philippe	DVD	LR dis.	Droite	dissident Les Républicains
29	01	2	M	BILLARD	Thierry	DSV	Pat.	Extrême droite	Les Patriotes
29	01	3	F	GUÉGAN	Izold	REG	rég.	Régionalistes	régionalistes
29	01	4	M	LE REST	Bernard	REG	UDB-RPS	Régionalistes	Union démocratique bretonne
29	01	5	F	LE MEUR	Annaïg	ENS	LRM-Ensemble	Ensemble	La République en marche
29	01	6	F	MÉNARD	Isabelle	UDI	UDI	LR-UDI	Union des démocrates et indépendants
29	01	7	F	HERMAN	France	REC	Rec.	Reconquête	Reconquête !
29	01	8	F	HÉNAFF	Christel	RN	RN	Rassemblement national	Rassemblement national
29	01	9	M	LEBERT	Grégory	NUP	EELV-Nupes	Nupes	Europe Ecologie-Les Verts
29	01	10	F	PIRO	Élisabeth	DXG	LO	Extrême gauche	Lutte ouvrière
29	02	1	M	SALAMI	Réza	DVG	PS dis.	Gauche	dissident PS hors accord Nupes
29	02	2	M	COLLARD	Rémy	DXG	LO	Extrême gauche	Lutte ouvrière
29	02	3	M	LE CORRE	Jean-Yves	ECO	Anim.	Divers	Parti animaliste
29	02	4	M	LARSONNEUR	Jean-Charles	DVC	LRM dis.	Centre	dissident La République en marche
29	02	5	F	MADEC	Sylvia	REG	rég.	Régionalistes	régionalistes
29	02	6	F	GÉLÉBART	Anne	UDI	UDI	LR-UDI	Union des démocrates et indépendants
29	02	7	M	HEBERT	Gérald	DSV	Pat.	Extrême droite	Les Patriotes
29	02	8	M	HITA	Melvyn	DXG	POID	Extrême gauche	Parti ouvrier indépendant démocratique
29	02	9	F	VASSEUR	Alice	DVG	Pirate	Divers	Parti Pirate
29	02	10	M	PELLICANO	Fortuné	RDG	PRG	Gauche	Parti radical de gauche
29	02	11	M	CADALEN	Pierre-Yves	NUP	LFI-Nupes	Nupes	La France insoumise
29	02	12	M	CABON	Mikaël	DVC	LRM dis.	Centre	dissident La République en marche
29	02	13	M	COATANEA	Marc	ENS	LRM-Ensemble	Ensemble	La République en marche
29	02	14	F	POULLAOUEC	Yvette	RN	RN	Rassemblement national	Rassemblement national
29	02	15	F	MIGEREL	Sandrine	REG	UDB-RPS	Régionalistes	Union démocratique bretonne
29	02	16	F	LOUVEL	Elisabeth	REC	Rec.	Reconquête	Reconquête !
29	03	1	M	SMOLARZ	Pierre	NUP	LFI-Nupes	Nupes	La France insoumise
29	03	2	M	DUPRAT	Loïc	REG	rég.	Régionalistes	régionalistes
29	03	3	M	ABASQ	Roger	RN	RN	Rassemblement national	Rassemblement national
29	03	4	M	MULLER	Matthieu	DXG	LO	Extrême gauche	Lutte ouvrière
29	03	5	M	LE GAC	Didier	ENS	LRM-Ensemble	Ensemble	La République en marche
29	03	6	M	GUEGUEN	Yves	DSV	DLF	Extrême droite	Debout la France
29	03	7	F	LE MOIGN	Patricia	REC	Rec.	Reconquête	Reconquête !
29	03	8	M	GOVERNATORI	Jean-Marc	ECO	EAC	Divers	Ecologie au centre
29	03	9	M	LE BIAN	Francis	LR	LR	LR-UDI	Les Républicains
29	04	1	M	BEAUPRÉ	Michel	REG	UDB-RPS	Régionalistes	Union démocratique bretonne
29	04	2	F	VULPIANI	Sylvaine	NUP	Gen.-Nupes	Nupes	Génération.s
29	04	3	F	HÉNAFF	Marie-Claire	LR	LR	LR-UDI	Les Républicains
29	04	4	M	BERGAMI	Jérôme	REC	Rec.	Reconquête	Reconquête !
29	04	5	M	ENFROY	Guillaume	DIV	Pirate	Divers	Parti Pirate
29	04	6	M	LEMÉNICIER	Jean-François	ECO	Anim.	Divers	Parti animaliste
29	04	7	M	PAYRAUD	Michel	DVC	div.	Divers	divers inclassable
29	04	8	F	RENOU	Monique	DSV	Pat.	Extrême droite	Les Patriotes
29	04	9	F	LE FEUR	Sandrine	ENS	LRM-Ensemble	Ensemble	La République en marche
29	04	10	M	BIHOUEE	Tony	RN	RN	Rassemblement national	Rassemblement national
29	04	11	F	BLOSSE	Patricia	DXG	LO	Extrême gauche	Lutte ouvrière
29	05	1	F	DE CECCO	Angélique	REG	UDB-RPS	Régionalistes	Union démocratique bretonne
29	05	2	M	BRIANT	Félix	LR	LR	LR-UDI	Les Républicains
29	05	3	M	CAJEAN	Christian	DXG	LO	Extrême gauche	Lutte ouvrière
29	05	4	F	SARRABEZOLLES	Nathalie	NUP	PS-Nupes	Nupes	Parti socialiste
29	05	5	F	MURIOT	Stéphanie	ECO	Anim.	Divers	Parti animaliste
29	05	6	M	LOLLIÉROU	Thierry-Hubert	REC	Rec.	Reconquête	Reconquête !
29	05	7	F	THOMAÏDIS	Renée	RN	RN	Rassemblement national	Rassemblement national
29	05	8	F	MELCHIOR	Graziella	ENS	LRM-Ensemble	Ensemble	La République en marche
29	05	9	F	LE NY	Brigitte	REG	rég.	Régionalistes	régionalistes
29	06	1	F	FABRE	Valérie	DIV	Pirate	Divers	Parti Pirate
29	06	2	M	LE FUR	Patrick	RN	RN	Rassemblement national	Rassemblement national
29	06	3	F	BROUSTAUT	Sophie	REC	Rec.	Reconquête	Reconquête !
29	06	4	F	THOMIN	Mélanie	NUP	PS-Nupes	Nupes	Parti socialiste
29	06	5	M	PLOUZANÉ	Philippe	REG	UDB-RPS	Régionalistes	Union démocratique bretonne
29	06	6	M	FERRAND	Richard	ENS	LRM-Ensemble	Ensemble	La République en marche
29	06	7	M	PASQUET	Alan	REG	rég.	Régionalistes	régionalistes
29	06	8	F	PFLIEGER	Mathilde Maria	DIV	div.	Divers	divers inclassable
29	06	9	F	NICOLAS	Gaëlle	LR	LR	LR-UDI	Les Républicains
29	06	10	M	FEHRINGER	Bernard	ECO	Anim.	Divers	Parti animaliste
29	06	11	M	PERENNEC	Tugdual	DIV	div.	Divers	divers inclassable
29	06	12	M	CORDIER	Philippe	DXG	LO	Extrême gauche	Lutte ouvrière
29	06	13	F	BEAULIEU	Tiphaine	DIV	Rés.	Droite	Résistons !
29	07	1	F	TANGUY	Liliana	ENS	LRM-Ensemble	Ensemble	La République en marche
29	07	2	M	TANGUY	Jacques	DIV	Rés.	Droite	Résistons !
29	07	3	F	BOUIN	Yolande	NUP	LFI-Nupes	Nupes	La France insoumise
29	07	4	M	PEREZ	Alain	DIV	div.	Divers	divers inclassable
29	07	5	M	LE GUEN	Eric	LR	LR	LR-UDI	Les Républicains
29	07	6	F	MALET	Aela	REG	rég.	Régionalistes	régionalistes
29	07	7	M	CRIQUET	Patrik	DIV	div.	Divers	divers inclassable
29	07	8	M	LERICHE	Yann	REC	Rec.	Reconquête	Reconquête !
29	07	9	M	NICOLAS	Franck	RN	RN	Rassemblement national	Rassemblement national
29	07	10	M	DJOBO	Abbas	ECO	Anim.	Divers	Parti animaliste
29	07	11	M	DEBLIQUI	Régis	DXG	LO	Extrême gauche	Lutte ouvrière
29	07	12	M	TOUZÉ	Maxime	REG	UDB-RPS	Régionalistes	Union démocratique bretonne
29	08	1	F	GOURLAOUEN	Claire	LR	LR	LR-UDI	Les Républicains
29	08	2	M	DRAN	Laurent	ECO	Anim.	Divers	Parti animaliste
29	08	3	F	CUCINIELLO	Manon	DSV	DLF	Extrême droite	Debout la France
29	08	4	M	LE FLAO	Youenn	NUP	LFI-Nupes	Nupes	La France insoumise
29	08	5	M	BALANANT	Erwan	ENS	MoDem-Ensemble	Ensemble	Mouvement démocrate
29	08	6	M	PEREZ	Christian	RN	RN	Rassemblement national	Rassemblement national
29	08	7	F	MOREL	Anne	DXG	LO	Extrême gauche	Lutte ouvrière
29	08	8	M	COUËDELO	Pierre	REC	Rec.	Reconquête	Reconquête !
29	08	9	F	PAINGAULT	Claire	REG	rég.	Régionalistes	régionalistes
2A	01	1	M	QUINTELA	David	REC	Rec.	Reconquête	Reconquête !
2A	01	2	M	LIPPLER	Walter	DSV	Pat.	Extrême droite	Les Patriotes
2A	01	3	M	MOZZICONACCI	Michel	DVC	div. c.	Centre	divers centre
2A	01	4	M	DE MARI	Robin	DVG	LFI	Gauche	La France insoumise
2A	01	5	M	CARROLAGGI	Jean-Paul	REG	ind.	Régionalistes	indépendantistes
2A	01	6	F	SUSINI	Angélique	DVG	PS	Gauche	Parti socialiste
2A	01	7	M	MARCANGELI	Laurent	ENS	Hor.-Ensemble	Ensemble	Horizons
2A	01	8	F	AMZIANE	Anissa-Flore	DVG	PCF	Gauche	Parti communiste français
2A	01	9	M	COLONNA	Romain	REG	Femu-RPS	Régionalistes	Femu a Corsica
2A	01	10	F	ANTONA	Nathaly	RN	RN	Rassemblement national	Rassemblement national
2A	01	11	F	BIZZARI	Pascale	ECO	div.	Divers	divers inclassable
2A	01	12	F	LAINEZ	Claire	DXG	LO	Extrême gauche	Lutte ouvrière
2A	02	1	M	NICOLAI	Yves	ECO	EAC	Divers	Ecologie au centre
2A	02	2	M	DAÏEN	Yves	DXG	LO	Extrême gauche	Lutte ouvrière
2A	02	3	M	BATTISTINI	Olivier	REC	Rec.	Reconquête	Reconquête !
2A	02	4	M	COLOMBANI	Paul-André	REG	PNC-RPS	Régionalistes	Partitu di a nazione corsa
2A	02	5	F	SALMAT	Ghislaine	DVG	PS	Gauche	Parti socialiste
2A	02	6	M	MUSELLI-COLONNA	Pierre-Ange	DVG	PCF	Gauche	Parti communiste français
2A	02	7	M	FILONI	François	RN	RN	Rassemblement national	Rassemblement national
2A	02	8	M	ETTORI	Vincent Louis	DSV	Pat.	Extrême droite	Les Patriotes
2A	02	9	M	CHAMPEAU	Dylan	DVG	ext. g.	Extrême gauche	autres extrême gauche
2A	02	10	F	BOZZI	Valérie	DVD	div. d.	Droite	divers droite
2A	02	11	M	PUCCINELLI	Pierre-Paul	REG	div.	Divers	divers inclassable
2B	01	1	M	MORGANTI	Julien	DVC	div. c.	Centre	divers centre
2B	01	2	M	MAQUET	Gaël	DIV	div.	Divers	divers inclassable
2B	01	3	M	LAMBERTI	Jean	REC	Rec.	Reconquête	Reconquête !
2B	01	4	M	PAOLI	Jean-François	ENS	PRV-Ensemble	Ensemble	Parti radical valoisien
2B	01	5	M	CASTELLANI	Michel	REG	Femu-RPS	Régionalistes	Femu a Corsica
2B	01	6	F	MAUNY	Dominique	DVG	LFI	Gauche	La France insoumise
2B	01	7	M	JOSUÉ	Olivier	DXG	LO	Extrême gauche	Lutte ouvrière
2B	01	8	M	STAELENS	Michel	ECO	Anim.	Divers	Parti animaliste
2B	01	9	M	FERNANDEZ	Alexis	RN	RN	Rassemblement national	Rassemblement national
2B	01	10	M	STEFANI	Michel	DVG	PCF	Gauche	Parti communiste français
2B	01	11	F	CETTOUR-LEONI	Christine	DSV	Pat.	Extrême droite	Les Patriotes
2B	01	12	M	TOMASI	Petru Antone	REG	ind.	Régionalistes	indépendantistes
2B	02	1	M	ACQUAVIVA	Jean-Félix	REG	Femu-RPS	Régionalistes	Femu a Corsica
2B	02	2	M	CECCOLI	François-Xavier	DVD	div. d.	Droite	divers droite
2B	02	3	F	SALDUCCI	Marie Dominique	DSV	DLF	Extrême droite	Debout la France
2B	02	4	F	RAFFAELLI - FRANCESCHI	Amélie	DVG	PCF	Gauche	Parti communiste français
2B	02	5	F	BARONNE ML MARIANI	.	DIV	Pirate	Divers	Parti Pirate
2B	02	6	M	MORTINI	Lionel	REG	aut.	Régionalistes	autonomistes
2B	02	7	F	RONGIONE	Viviane	DXG	LO	Extrême gauche	Lutte ouvrière
2B	02	8	M	CARDI	Jean	RN	RN	Rassemblement national	Rassemblement national
30	01	1	F	DUMAS	Françoise	ENS	LRM-Ensemble	Ensemble	La République en marche
30	01	2	M	GILLET	Yoann	RN	RN	Rassemblement national	Rassemblement national
30	01	3	F	AUSSEIL	Sarah	DVD	MdR	Divers	Mouvement de la ruralité
30	01	4	M	CAVAGLIA	Erick	REC	Rec.	Reconquête	Reconquête !
30	01	5	M	ZAOUCHE	Evrard	DIV	div.	Divers	divers inclassable
30	01	6	F	GARDEUR-BANCEL	Véronique	LR	LR	LR-UDI	Les Républicains
30	01	7	F	LECLERC	Isabelle	DXG	LO	Extrême gauche	Lutte ouvrière
30	01	8	M	COGO	Yannick	ECO	Anim.	Divers	Parti animaliste
30	01	9	F	OUATELI	Naïma	DIV	UDMF	Divers	Union des démocrates musulmans français
30	01	10	M	MENARD	Charles	NUP	LFI-Nupes	Nupes	La France insoumise
30	01	11	M	MOULA	Alain	DIV	div.	Divers	divers inclassable
30	01	12	F	DANJOU	Sylvie	ECO	écol.	Divers	divers écologistes
30	02	1	F	GHIRARDI	Coralie	NUP	LFI-Nupes	Nupes	La France insoumise
30	02	2	M	LACHAUD	Yvan	ENS	Hor.-Ensemble	Ensemble	Horizons
30	02	3	F	BOURRELY	Geneviève	DSV	DLF	Extrême droite	Debout la France
30	02	4	M	MANSON	Stéphane	DXG	LO	Extrême gauche	Lutte ouvrière
30	02	5	M	TOUZELLIER	Frédéric	LR	LR	LR-UDI	Les Républicains
30	02	6	M	VOIRON	Julien	DIV	Pirate	Divers	Parti Pirate
30	02	7	M	MEIZONNET	Nicolas	RN	RN	Rassemblement national	Rassemblement national
30	02	8	M	MOUKITE	Zakaria	ECO	écol.	Divers	divers écologistes
30	02	9	M	LEROY	Anthony	REC	Rec.	Reconquête	Reconquête !
30	02	10	M	SEVILLA	Pierre-Jean	ECO	écol.	Divers	divers écologistes
30	03	1	F	SCARAMOZZINO	Joëlle	ECO	écol.	Divers	divers écologistes
30	03	2	F	MICHON	Catherine	ECO	Anim.	Divers	Parti animaliste
30	03	3	F	NOVARETTI	Monique	RDG	PRG	Gauche	Parti radical de gauche
30	03	4	F	GUICHARD	Anne	DIV	div. g.	Gauche	Divers gauche
30	03	5	F	BORDES	Pascale	RN	RN	Rassemblement national	Rassemblement national
30	03	6	M	EGÉA	Jean	DXG	LO	Extrême gauche	Lutte ouvrière
30	03	7	M	PRÉVOST	Christophe	REG	Rés.	Droite	Résistons !
30	03	8	M	CELLIER	Anthony	ENS	LRM-Ensemble	Ensemble	La République en marche
30	03	9	F	ARNAUD	Blandine	LR	LR	LR-UDI	Les Républicains
30	03	10	F	OROMI	Sabine	NUP	PCF-Nupes	Nupes	Parti communiste français
30	03	11	M	MOULIN	Jean-Marie	REC	Rec.	Reconquête	Reconquête !
30	04	1	M	MEURIN	Pierre	RN	RN	Rassemblement national	Rassemblement national
30	04	2	F	WAGNER	Aurélie	REC	Rec.	Reconquête	Reconquête !
30	04	3	F	SCHUSTER	Nadine	ECO	écol.	Divers	divers écologistes
30	04	4	M	GIRARD	Gaël	DVD	MdR	Divers	Mouvement de la ruralité
30	04	5	F	BIENKOWSKI	Stéphanie	ECO	Anim.	Divers	Parti animaliste
30	04	6	M	PASSIEU	Dominique Richard	DVC	Rés.	Droite	Résistons !
30	04	7	M	BORD	Arnaud	NUP	PS-Nupes	Nupes	Parti socialiste
30	04	8	M	BIAIS	Denis	DSV	Pat.	Extrême droite	Les Patriotes
30	04	9	M	DE FARIA	Jean-Pierre	DVD	div. d.	Droite	divers droite
30	04	10	M	RIBOT	Philippe	ENS	Agir-Ensemble	Ensemble	Agir
30	04	11	M	NAPOLI	Stéphane	DIV	div.	Divers	divers inclassable
30	04	12	F	MARTRE	Valérie	UDI	UDI	LR-UDI	Union des démocrates et indépendants
30	04	13	M	GARCIA	Jérôme	DXG	LO	Extrême gauche	Lutte ouvrière
30	05	1	M	MERAND	Didier	DIV	div. g.	Gauche	Divers gauche
30	05	2	F	BOZEC	Frédérique	REC	Rec.	Reconquête	Reconquête !
30	05	3	F	OLINET	Agnès	DXG	LO	Extrême gauche	Lutte ouvrière
30	05	4	M	SALA	Michel	NUP	LFI-Nupes	Nupes	La France insoumise
30	05	5	F	ROCCO	Catherine	ECO	écol.	Divers	divers écologistes
30	05	6	M	LAUNAY	Jean-Marie	RN	RN	Rassemblement national	Rassemblement national
30	05	7	M	CASANO	Nathan	DVC	MdR	Divers	Mouvement de la ruralité
30	05	8	M	CAPALDI	Antoine	REG	Rés.	Droite	Résistons !
30	05	9	F	BRASSELET	Annie	DSV	Pat.	Extrême droite	Les Patriotes
30	05	10	F	DAUFÈS-ROUX	Catherine	ENS	LRM-Ensemble	Ensemble	La République en marche
30	05	11	F	BOYER	Léa	LR	LR	LR-UDI	Les Républicains
30	06	1	F	GUILLOT	Sophie	DVC	div.	Divers	divers inclassable
30	06	2	M	MAURIN	Jean-Claude	DVG	FGR	Gauche	Fédération de la gauche républicaine
30	06	3	F	GARDET	Laurence	RN	RN	Rassemblement national	Rassemblement national
30	06	4	M	CADÈNE	Nicolas	NUP	EELV-Nupes	Nupes	Europe Ecologie-Les Verts
30	06	5	F	TERBECHE	Aïcha	DXG	LO	Extrême gauche	Lutte ouvrière
30	06	6	M	STIVAL	Nicolas	DSV	Pat.	Extrême droite	Les Patriotes
30	06	7	M	GUILLEMIN	Stéphane	REC	Rec.	Reconquête	Reconquête !
30	06	8	M	GILLI	Stephane	ECO	écol.	Divers	divers écologistes
30	06	9	M	COURDIL	François	LR	LR	LR-UDI	Les Républicains
30	06	10	M	BENSLIMA	Mounir	ECO	écol.	Divers	divers écologistes
30	06	11	M	BERTA	Philippe	ENS	MoDem-Ensemble	Ensemble	Mouvement démocrate
31	01	1	M	BAUDIS	Pierre	ENS	LRM-Ensemble	Ensemble	La République en marche
31	01	2	M	COMBES	Benjamin	ECO	Anim.	Divers	Parti animaliste
31	01	3	M	LE PENVEN	Olivier	DXG	LO	Extrême gauche	Lutte ouvrière
31	01	4	F	MARSAL	Cathy	RN	RN	Rassemblement national	Rassemblement national
31	01	5	M	CASTILLO-MENDEGRIS	Oscar	LR	LR	LR-UDI	Les Républicains
31	01	6	M	ROCCA	Jacques	DVC	div. c.	Centre	divers centre
31	01	7	M	BAPT	Pierre Nicolas	RDG	PRG	Gauche	Parti radical de gauche
31	01	8	F	BOUJAT	Evelyne	REG	div.	Divers	divers inclassable
31	01	9	M	CLOUET	Hadrien	NUP	LFI-Nupes	Nupes	La France insoumise
31	01	10	F	BATTISTELLA	Aude	REC	Rec.	Reconquête	Reconquête !
31	01	11	M	PICARD	Georges	DXG	div.	Divers	divers inclassable
31	02	1	M	JOVIADO	Gilles	DVG	PRG	Gauche	Parti radical de gauche
31	02	2	F	BARTHÉLÉMY	Clotilde	DXG	LO	Extrême gauche	Lutte ouvrière
31	02	3	F	GUIBERT	Adeline	DVG	souv.	Divers	divers souverainistes
31	02	4	M	CAMPO	Charles	DSV	Pat.	Extrême droite	Les Patriotes
31	02	5	M	LAGLEIZE	Jean-Luc	ENS	MoDem-Ensemble	Ensemble	Mouvement démocrate
31	02	6	F	DE TOURNADRE	Estelle	DIV	div.	Divers	divers inclassable
31	02	7	F	GENNARO-SAINT	Christine	LR	LR	LR-UDI	Les Républicains
31	02	8	F	CATHALA	Catherine	ECO	div.	Divers	divers inclassable
31	02	9	M	MARTIN	Pierre	DIV	Pirate	Divers	Parti Pirate
31	02	10	F	TEYCHENE	Sonia	RN	RN	Rassemblement national	Rassemblement national
31	02	11	M	BALES	Laurent	REG	rég.	Régionalistes	régionalistes
31	02	12	M	KARASIAK	Nicolas	ECO	Anim.	Divers	Parti animaliste
31	02	13	F	STAMBACH-TERRENOIR	Anne	NUP	LFI-Nupes	Nupes	La France insoumise
31	02	14	F	LORANS	Pauline	REC	Rec.	Reconquête	Reconquête !
31	03	1	F	ALARCON	Stéphanie	RN	RN	Rassemblement national	Rassemblement national
31	03	2	M	CALMELS	Benoît	ECO	div.	Divers	divers inclassable
31	03	3	F	ROBY	Agathe	NUP	LFI-Nupes	Nupes	La France insoumise
31	03	4	F	VIGNON	Corinne	ENS	LRM-Ensemble	Ensemble	La République en marche
31	03	5	M	SAFORCADA	David	DVG	souv.	Divers	divers souverainistes
31	03	6	F	ADRADA	Malena	DXG	LO	Extrême gauche	Lutte ouvrière
31	03	7	F	ARRIBAGÉ	Laurence	LR	LR	LR-UDI	Les Républicains
31	03	8	M	DE GUYENRO	Olivier	DVD	div.	Divers	divers inclassable
31	03	9	M	SANVISENS	Clément	ECO	Anim.	Divers	Parti animaliste
31	03	10	F	DULON	Camille	REC	Rec.	Reconquête	Reconquête !
31	03	11	M	MUR	Patrice	RDG	PRG	Gauche	Parti radical de gauche
31	03	12	M	LIGNIER	André Michel	DVG	div.	Divers	divers inclassable
31	04	1	F	SADOWSKI	Ewa	RN	RN	Rassemblement national	Rassemblement national
31	04	2	M	MARCIREAU	Patrick	DXG	LO	Extrême gauche	Lutte ouvrière
31	04	3	M	COTTREL	Arthur	REC	Rec.	Reconquête	Reconquête !
31	04	4	M	SABATER	Raimon	ECO	Anim.	Divers	Parti animaliste
31	04	5	F	LAFARGE	Sandrine	DVG	div.	Divers	divers inclassable
31	04	6	M	DELMAS	Jacme	REG	rég.	Régionalistes	régionalistes
31	04	7	F	SY	Khady-Alberte	DVG	div.	Divers	divers inclassable
31	04	8	M	PIQUEMAL	François	NUP	LFI-Nupes	Nupes	La France insoumise
31	04	9	F	BRANDELY	Cécile	DXG	POID	Extrême gauche	Parti ouvrier indépendant démocratique
31	04	10	M	SERP	Bertrand	LR	LR	LR-UDI	Les Républicains
31	04	11	F	JALOUNEIX	Anaïs	DVG	div.	Divers	divers inclassable
31	04	12	M	CARSALADE	Jean-Pierre	DVC	div.	Divers	divers inclassable
31	04	13	F	CONSTANS	Marie-Claire	ENS	LRM-Ensemble	Ensemble	La République en marche
31	04	14	F	AGAG-BOUDJAHLAT	Fatiha	DVG	FGR	Gauche	Fédération de la gauche républicaine
31	05	1	M	VIRGOS	Pascal	DSV	DLF	Extrême droite	Debout la France
31	05	2	M	HONTANS	Bruno	REC	Rec.	Reconquête	Reconquête !
31	05	3	M	CHERONNET	Jean-Christophe	LR	LR	LR-UDI	Les Républicains
31	05	4	M	PIQUES	Jérôme	REG	Rés.	Droite	Résistons !
31	05	5	F	ESPAGNOLLE	Sylvie	NUP	LFI-Nupes	Nupes	La France insoumise
31	05	6	M	LASERGE	Michel	DXG	LO	Extrême gauche	Lutte ouvrière
31	05	7	M	LEONARDELLI	Julien	RN	RN	Rassemblement national	Rassemblement national
31	05	8	M	PORTARRIEU	Jean-François	ENS	LRM-Ensemble	Ensemble	La République en marche
31	05	9	F	VELO	Johanna	ECO	Anim.	Divers	Parti animaliste
31	05	10	F	MOSDIER	Alizée	RDG	PRG	Gauche	Parti radical de gauche
31	05	11	F	GRIEU	Anne	DIV	Pirate	Divers	Parti Pirate
31	05	12	F	GOMBERT	Laurence	DVG	div. g.	Gauche	Divers gauche
31	06	1	F	HELMAN	Christelle	DVG	FGR	Gauche	Fédération de la gauche républicaine
31	06	2	F	PUEL	Michele	DXG	LO	Extrême gauche	Lutte ouvrière
31	06	3	M	JOUVE	Fabien	NUP	PS-Nupes	Nupes	Parti socialiste
31	06	4	M	TARANTO	Thierry	DVD	div. d.	Droite	divers droite
31	06	5	F	PIUSSAN	Dominique	REC	Rec.	Reconquête	Reconquête !
31	06	6	M	MARTIN	Tristan	DVG	div. g.	Gauche	Divers gauche
31	06	7	F	IBORRA	Monique	ENS	LRM-Ensemble	Ensemble	La République en marche
31	06	8	F	LAPORTE	Sandra	ECO	écol.	Divers	divers écologistes
31	06	9	M	QUINTON	Marc	DIV	Pirate	Divers	Parti Pirate
31	06	10	F	AIELLO	Lydia	RN	RN	Rassemblement national	Rassemblement national
31	06	11	F	BONNEMAISON	Sylvie	DVD	Rés.	Droite	Résistons !
31	06	12	M	ALVES	Christophe	LR	LR	LR-UDI	Les Républicains
31	06	13	F	PATER	Servane	ECO	Anim.	Divers	Parti animaliste
31	06	14	F	LANOIX	Delphine	DSV	Pat.	Extrême droite	Les Patriotes
31	07	1	M	ALBERT	Stéphane	REG	rég.	Régionalistes	régionalistes
31	07	2	F	TOUTUT-PICARD	Elisabeth	ENS	LRM-Ensemble	Ensemble	La République en marche
31	07	3	M	TESSEREAU	Georges-Henri	REC	Rec.	Reconquête	Reconquête !
31	07	4	M	BEX	Christophe	NUP	LFI-Nupes	Nupes	La France insoumise
31	07	5	M	VON DEYEN	Romain	ECO	Anim.	Divers	Parti animaliste
31	07	6	M	BERGNES	Hervé	DXG	LO	Extrême gauche	Lutte ouvrière
31	07	7	M	THUARD	Florent	DSV	Pat.	Extrême droite	Les Patriotes
31	07	8	F	PINATEL	Emmanuelle	RN	RN	Rassemblement national	Rassemblement national
31	07	9	M	MIDALI	Julien	DVG	PRG	Gauche	Parti radical de gauche
31	07	10	F	ETCHEVERRY	Sophie	DIV	Pirate	Divers	Parti Pirate
31	07	11	F	EYMOND	Angelique	DVD	Rés.	Droite	Résistons !
31	07	12	M	BANCHERIT	Christophe	LR	LR	LR-UDI	Les Républicains
31	08	1	M	AVIRAGNET	Joël	DVG	PS-Nupes	Nupes	Parti socialiste
31	08	2	F	FAUVERNIER	Annabelle	DVG	EELV dis.	Gauche	dissident EELV hors accord Nupes
31	08	3	F	GUIRAUD	Martine	DXG	LO	Extrême gauche	Lutte ouvrière
31	08	4	F	LAURENTIES-BARRERE	Céline	ENS	Hor.-Ensemble	Ensemble	Horizons
31	08	5	M	DELCHARD	Loic	RN	RN	Rassemblement national	Rassemblement national
31	08	6	M	SERRE	Wilfried	DVD	Rés.	Droite	Résistons !
31	08	7	M	HARARI	François	DVG	souv.	Divers	divers souverainistes
31	08	8	M	KARNIKIAN	Vartan	DIV	div.	Divers	divers inclassable
31	08	9	F	BAILLY	Amélie	DSV	DLF	Extrême droite	Debout la France
31	08	10	M	RIERE	Yves	REC	Rec.	Reconquête	Reconquête !
31	08	11	M	MONCASI	Simon	ECO	Anim.	Divers	Parti animaliste
31	09	1	F	DOROY	Juliette	ECO	Anim.	Divers	Parti animaliste
31	09	2	M	COLOMINA	Damien	DVG	div. g.	Gauche	Divers gauche
31	09	3	M	AUDISIO	Jérôme	REC	Rec.	Reconquête	Reconquête !
31	09	4	F	ARRIGHI	Christine	NUP	EELV-Nupes	Nupes	Europe Ecologie-Les Verts
31	09	5	F	MÖRCH	Sandrine	ENS	LRM-Ensemble	Ensemble	La République en marche
31	09	6	M	MARTIN	Henri	DXG	LO	Extrême gauche	Lutte ouvrière
31	09	7	M	BARKATS	Thomas	RN	RN	Rassemblement national	Rassemblement national
31	09	8	M	BAUD	Robert	ECO	écol.	Divers	divers écologistes
31	09	9	F	DUFRAISSE	Cecile	LR	LR	LR-UDI	Les Républicains
31	09	10	M	BENSLIMANE	Younès	DIV	Pirate	Divers	Parti Pirate
31	09	11	F	SIRUGUE	Chantal	DXG	ext. g.	Extrême gauche	autres extrême gauche
31	09	12	M	RÜMLER	Paul	DVG	FGR	Gauche	Fédération de la gauche républicaine
31	10	1	F	ASSIER	Alice	NUP	Gen.-Nupes	Nupes	Génération.s
