dep	circo	panneau	sexe	nom	prenom	nuance_ministere	nuance_lemonde	bloc_lemonde	parti_lemonde
01	01	1	M	GUILLERMIN	Vincent	ENS	Agir-Ensemble	Ensemble	Agir
01	01	2	M	LAHY	Éric	DXG	LO	Extrême gauche	Lutte ouvrière
01	01	3	M	BRETON	Xavier	LR	LR	LR-UDI	Les Républicains
01	01	4	F	PIROUX GIANNOTTI	Brigitte	RN	RN	Rassemblement national	Rassemblement national
01	01	5	M	MENDES	Michael	DSV	DLF	Extrême droite	Debout la France
01	01	6	M	BELLON	Julien	REC	Rec.	Reconquête	Reconquête !
01	01	7	F	ARMENJON	Eliane	ECO	Anim.	Divers	Parti animaliste
01	01	8	M	GUÉRAUD	Sébastien	NUP	PS-Nupes	Nupes	Parti socialiste
01	02	1	F	LAPRAY	Lumir	NUP	EELV-Nupes	Nupes	Europe Ecologie-Les Verts
01	02	2	M	DAUBIÉ	Romain	ENS	MoDem-Ensemble	Ensemble	Mouvement démocrate
01	02	3	M	GOUTAGNY	Vincent	DXG	LO	Extrême gauche	Lutte ouvrière
01	02	4	M	BARATAY	Denis	DVD	MdR	Divers	Mouvement de la ruralité
01	02	5	M	NANCHI	Alexandre	LR	LR	LR-UDI	Les Républicains
01	02	6	M	COSTA	Alexandre	REC	Rec.	Reconquête	Reconquête !
01	02	7	M	MARTET	Colin	DIV	souv.	Divers	divers souverainistes
01	02	8	M	IGLÉSIS	Thomas	ECO	Anim.	Divers	Parti animaliste
01	02	9	M	EYRAUD	Olivier	RN	RN	Rassemblement national	Rassemblement national
01	02	10	F	CARRIER	Delphine	DSV	Pat.	Extrême droite	Les Patriotes
01	03	1	F	DUBARRY	Karine	REC	Rec.	Reconquête	Reconquête !
01	03	2	M	VERGNAS	Thierry	DSV	DLF	Extrême droite	Debout la France
01	03	3	F	GIVERNET	Olga	ENS	LRM-Ensemble	Ensemble	La République en marche
01	03	4	M	FERTE	Maxence	DIV	div.	Divers	divers inclassable
01	03	5	M	FRANCK	Frédéric	RN	RN	Rassemblement national	Rassemblement national
01	03	6	M	JOLIE	Christian	NUP	LFI-Nupes	Nupes	La France insoumise
01	03	7	F	BAUDE	Véronique	LR	LR	LR-UDI	Les Républicains
01	03	8	M	KASTLER	Jean-Loup	ECO	FGR	Gauche	Fédération de la gauche républicaine
01	03	9	M	KOUASSI	Fulgence	DIV	div.	Divers	divers inclassable
01	03	10	F	MAISONNETTE	Cécile	DXG	LO	Extrême gauche	Lutte ouvrière
01	03	11	F	MORVAN LEMBERT	Marine	ECO	Anim.	Divers	Parti animaliste
01	03	12	M	BISETTI	Frank	DVC	Pirate	Divers	Parti Pirate
01	04	1	M	REIHANIAN	Aurane	LR	LR	LR-UDI	Les Républicains
01	04	2	M	DEFRASNE	Alban	DVG	Pirate	Divers	Parti Pirate
01	04	3	M	FAVRE	Nicolas	ECO	Anim.	Divers	Parti animaliste
01	04	4	M	BUISSON	Jérôme	RN	RN	Rassemblement national	Rassemblement national
01	04	5	M	COUSSON	Sylvain	DXG	LO	Extrême gauche	Lutte ouvrière
01	04	6	M	BENMEDJAHED	Ali	RDG	PRG	Gauche	Parti radical de gauche
01	04	7	M	LERDA	Philippe	NUP	LFI-Nupes	Nupes	La France insoumise
01	04	8	M	DE BOYSSON	Benoît	REC	Rec.	Reconquête	Reconquête !
01	04	9	M	FORCA	Sacha	DVD	MdR	Divers	Mouvement de la ruralité
01	04	10	F	SEGUIN	Isabelle	ENS	LRM-Ensemble	Ensemble	La République en marche
01	04	11	F	VEILLEROT	Annick	DSV	DLF	Extrême droite	Debout la France
01	04	12	M	TROMPILLE	Stéphane	DVC	LRM dis.	Centre	dissident La République en marche
01	05	1	M	TOURNIER-BILLON	Philippe	REC	Rec.	Reconquête	Reconquête !
01	05	2	M	FABRIS	Grégory	DSV	Pat.	Extrême droite	Les Patriotes
01	05	3	M	YILMAZ	Celil	DIV	div.	Divers	divers inclassable
01	05	4	M	ABAD	Damien	DVD	div. d.	Droite	divers droite
01	05	5	F	PISANI	Florence	NUP	LFI-Nupes	Nupes	La France insoumise
01	05	6	F	PARIS	Stéphanie	DVD	MdR	Divers	Mouvement de la ruralité
01	05	7	F	NAMBOTIN	Joëlle	RN	RN	Rassemblement national	Rassemblement national
01	05	8	F	CROZET	Sylvie	DXG	LO	Extrême gauche	Lutte ouvrière
01	05	9	M	BOULMÉ	Jean-Michel	DVG	POID	Extrême gauche	Parti ouvrier indépendant démocratique
01	05	10	M	MARTINEZ	Julien	LR	LR	LR-UDI	Les Républicains
02	01	1	F	BONO-VANDORME	Aude	ENS	LRM-Ensemble	Ensemble	La République en marche
02	01	2	M	CAUCHY	Benjamin	REC	Rec.	Reconquête	Reconquête !
02	01	3	M	PERNELLE	Jean-Loup	DXG	LO	Extrême gauche	Lutte ouvrière
02	01	4	M	FENIOUX	Olivier	NUP	LFI-Nupes	Nupes	La France insoumise
02	01	5	F	RIBEIRO	Carole	DVD	div. d.	Droite	divers droite
02	01	6	M	DEGOUY	Michel	DSV	DLF	Extrême droite	Debout la France
02	01	7	M	DRAGON	Nicolas	RN	RN	Rassemblement national	Rassemblement national
02	01	8	M	MOUGENOT	Paul	LR	LR	LR-UDI	Les Républicains
02	02	1	M	RANSQUIN	Sulyvan	NUP	LFI-Nupes	Nupes	La France insoumise
02	02	2	M	DIVE	Julien	LR	LR	LR-UDI	Les Républicains
02	02	3	F	ZANDITÉNAS	Anne	DXG	LO	Extrême gauche	Lutte ouvrière
02	02	4	F	PUISSANT	Lola	RN	RN	Rassemblement national	Rassemblement national
02	02	5	F	EL OUASDI	Fatima	ENS	Hor.-Ensemble	Ensemble	Horizons
02	02	6	M	LEPEUPLE	Eric	DIV	div. g.	Gauche	Divers gauche
02	02	7	F	BÉCOURT	Corinne	DVG	PCF dis.	Gauche	dissident PCF hors accord Nupes
02	02	8	F	AMEWOUI	Cécé	REC	Rec.	Reconquête	Reconquête !
02	03	1	F	VOISIN	Laetitia	DXG	LO	Extrême gauche	Lutte ouvrière
02	03	2	M	BERNARDEAU	Hervé	REC	Rec.	Reconquête	Reconquête !
02	03	3	M	HANSEN-CATTA	Paul-Henry	RN	RN	Rassemblement national	Rassemblement national
02	03	4	M	MOINEUSE	Jérome	LR	LR	LR-UDI	Les Républicains
02	03	5	F	CHOTIN	Agnès	DSV	Pat.	Extrême droite	Les Patriotes
02	03	6	M	BRICOUT	Jean-Louis	NUP	PS-Nupes	Nupes	Parti socialiste
02	04	1	M	BEAURAIN	José	RN	RN	Rassemblement national	Rassemblement national
02	04	2	M	GALL	Aurélien	NUP	PCF-Nupes	Nupes	Parti communiste français
02	04	3	M	BOBIN	David	LR	LR	LR-UDI	Les Républicains
02	04	4	F	VICENTE	Vanessa	REC	Rec.	Reconquête	Reconquête !
02	04	5	F	BOUILLAGUET	Flora	DXG	LO	Extrême gauche	Lutte ouvrière
02	04	6	M	DELATTE	Marc	ENS	LRM-Ensemble	Ensemble	La République en marche
02	04	7	M	CRÉON	Damien	DSV	DLF	Extrême droite	Debout la France
02	05	1	M	GARCIA	Francis	DXG	LO	Extrême gauche	Lutte ouvrière
02	05	2	M	EUGÈNE	Sébastien	DVC	div. c.	Centre	divers centre
02	05	3	F	ROUSSEL	Jeanne	ENS	LRM-Ensemble	Ensemble	La République en marche
02	05	4	M	DESSIGNY	Jocelyn	RN	RN	Rassemblement national	Rassemblement national
02	05	5	F	TRIBOULET	Florence	REC	Rec.	Reconquête	Reconquête !
02	05	6	F	VACCA	Françoise	ECO	Anim.	Divers	Parti animaliste
02	05	7	M	FRERE	Stéphane	NUP	LFI-Nupes	Nupes	La France insoumise
02	05	8	M	BOLLÉE	Joffrey	DSV	Pat.	Extrême droite	Les Patriotes
02	05	9	F	GILQUIN	Jade	LR	LR	LR-UDI	Les Républicains
03	01	1	F	SENNEPIN	Marion	ECO	Anim.	Divers	Parti animaliste
03	01	2	F	CIBERT	Marie	RN	RN	Rassemblement national	Rassemblement national
03	01	3	M	BARBARIN	Michel	ENS	LRM-Ensemble	Ensemble	La République en marche
03	01	4	M	MALLOT	Jean	DVG	PS dis.	Gauche	dissident PS hors accord Nupes
03	01	5	M	COLLOT	Jean-Marc	DXG	LO	Extrême gauche	Lutte ouvrière
03	01	6	M	DE NICOLAY	Pierre	REC	Rec.	Reconquête	Reconquête !
03	01	7	M	MALAVAUD	Fabien	DVD	MdR	Divers	Mouvement de la ruralité
03	01	8	M	LITAUDON	Roger	LR	LR	LR-UDI	Les Républicains
03	01	9	M	MONNET	Yannick	NUP	PCF-Nupes	Nupes	Parti communiste français
03	02	1	M	TRIKI	Samir	DVC	Hor. Dis.	Centre	dissident Horizons
03	02	2	M	KEGELART	Jean-Jacques	LR	LR	LR-UDI	Les Républicains
03	02	3	M	AFFRAIX	Christophe	DSV	souv.	Divers	divers souverainistes
03	02	4	F	DE NICOLAY	Axelle	REC	Rec.	Reconquête	Reconquête !
03	02	5	M	GUILLAUMIN	Jean-Marie	ECO	écol.	Divers	divers écologistes
03	02	6	M	LEBEL	Bernard	DXG	LO	Extrême gauche	Lutte ouvrière
03	02	7	M	CHATEL	Philippe	REG	div.	Divers	divers inclassable
03	02	8	F	LÉGUILLON	Marie-Claude	RDG	PRG	Gauche	Parti radical de gauche
03	02	9	M	BOVET	Jorys	RN	RN	Rassemblement national	Rassemblement national
03	02	10	M	THOMAS	Luc	REG	Pirate	Divers	Parti Pirate
03	02	11	F	VANCEUNEBROCK	Laurence	ENS	LRM-Ensemble	Ensemble	La République en marche
03	02	12	M	POZZOLI	Bernard	DVG	PS dis.	Gauche	dissident PS hors accord Nupes
03	02	13	F	HERITIER	Louise	NUP	LFI-Nupes	Nupes	La France insoumise
03	03	1	M	RAMEAU	Jean-Francois	DXG	LO	Extrême gauche	Lutte ouvrière
03	03	2	M	DUCHÉ	Paul	ECO	Anim.	Divers	Parti animaliste
03	03	3	M	RAY	Nicolas	LR	LR	LR-UDI	Les Républicains
03	03	4	M	PENDELIAU	Yves-Marie	DIV	div.	Divers	divers inclassable
03	03	5	F	RÉCHARD	Isabelle	RDG	PRG	Gauche	Parti radical de gauche
03	03	6	F	PEYROL	Bénédicte	ENS	LRM-Ensemble	Ensemble	La République en marche
03	03	7	F	DENFERD	Elsa	NUP	PS-Nupes	Nupes	Parti socialiste
03	03	8	M	JULIEN	Quentin	RN	RN	Rassemblement national	Rassemblement national
03	03	9	F	LACOUR	Sophie	REC	Rec.	Reconquête	Reconquête !
03	03	10	F	CORBIN	Lydie	DSV	Pat.	Extrême droite	Les Patriotes
04	01	1	F	MIFFRED	Laurine	REC	Rec.	Reconquête	Reconquête !
04	01	2	F	LYONS	Sylvie	DVG	PS dis.	Gauche	dissident PS hors accord Nupes
04	01	3	F	BLANC	Dominique	DVD	div. d.	Droite	divers droite
04	01	4	F	VAN HEESBEKE	Nicole	ECO	écol.	Divers	divers écologistes
04	01	5	F	ROS	Annabel	DXG	LO	Extrême gauche	Lutte ouvrière
04	01	6	M	POTIE	Bruno	DIV	div.	Divers	divers inclassable
04	01	7	M	AUDAN	Paul	ENS	LRM-Ensemble	Ensemble	La République en marche
04	01	8	M	RECOTILLET	Pascal	REG	rég.	Régionalistes	régionalistes
04	01	9	F	ROLLAND	Patricia	ECO	EAC	Divers	Ecologie au centre
04	01	10	F	BAGARRY	Delphine	NUP	EELV-Nupes	Nupes	Europe Ecologie-Les Verts
04	01	11	M	GIRARD	Christian	RN	RN	Rassemblement national	Rassemblement national
04	01	12	M	GIACOMINO	Romaric	DSV	DLF	Extrême droite	Debout la France
04	02	1	M	GUERRERA	Hervé	REG	rég.	Régionalistes	régionalistes
04	02	2	F	FERREIRA	Marie	UDI	UDI	LR-UDI	Union des démocrates et indépendants
04	02	3	F	RAZEAU	Clémence	ECO	écol.	Divers	divers écologistes
04	02	4	F	CADENEL	Myriam	REC	Rec.	Reconquête	Reconquête !
04	02	5	F	HUE-COURTIN	Nathalie	ECO	EAC	Divers	Ecologie au centre
04	02	6	M	KECHRA	Frédéric	DXG	LO	Extrême gauche	Lutte ouvrière
04	02	7	F	DAUX	Danièle	DSV	Pat.	Extrême droite	Les Patriotes
04	02	8	F	ABEILLE	Aurélie	RN	RN	Rassemblement national	Rassemblement national
04	02	9	M	VICENTE	Laurent	DXG	ext. g.	Extrême gauche	autres extrême gauche
04	02	10	M	SOLER	Jean-Luc	DXG	POID	Extrême gauche	Parti ouvrier indépendant démocratique
04	02	11	M	CASTANER	Christophe	ENS	LRM-Ensemble	Ensemble	La République en marche
04	02	12	M	WALTER	Léo	NUP	LFI-Nupes	Nupes	La France insoumise
04	02	13	M	BEGNIS	Thierry	ECO	Anim.	Divers	Parti animaliste
05	01	1	F	GAMERRE	Christine	ECO	écol.	Divers	divers écologistes
05	01	2	M	PHILIPPO	Michel	NUP	LFI-Nupes	Nupes	La France insoumise
05	01	3	F	BOYER	Pascale	ENS	LRM-Ensemble	Ensemble	La République en marche
05	01	4	F	PRATALI	Fabienne	ECO	Anim.	Divers	Parti animaliste
05	01	5	F	HERBAUT	Camille	DSV	DLF	Extrême droite	Debout la France
05	01	6	F	HOURS	Patricia	REC	Rec.	Reconquête	Reconquête !
05	01	7	M	SCARAMOZZINO	Roland	ECO	EAC	Divers	Ecologie au centre
05	01	8	F	RECOTILLET	Lise	REG	rég.-RPS	Régionalistes	régionalistes
05	01	9	M	SARLIN	Eric	RN	RN	Rassemblement national	Rassemblement national
05	01	10	M	PARA	Kevin	LR	LR	LR-UDI	Les Républicains
05	01	11	F	BUISSON	Véronique	DXG	LO	Extrême gauche	Lutte ouvrière
05	02	1	M	GIRAUD	Joel	ENS	PRV-Ensemble	Ensemble	Parti radical valoisien
05	02	2	F	BESSONNIER	Sandrine	DSV	Pat.	Extrême droite	Les Patriotes
05	02	3	M	ROUX	Rémi	DVG	div. g.	Gauche	Divers gauche
05	02	4	F	PELISSIER	Margot	REC	Rec.	Reconquête	Reconquête !
05	02	5	F	CHAUVET	Carole	LR	LR	LR-UDI	Les Républicains
05	02	6	M	PASSEREAU	Yann	ECO	Anim.	Divers	Parti animaliste
05	02	7	M	GUIGNARD	Boris	DXG	LO	Extrême gauche	Lutte ouvrière
05	02	8	M	ALBRAND	Louis	RN	RN	Rassemblement national	Rassemblement national
05	02	9	F	MOUNAL	Capucine	NUP	LFI-Nupes	Nupes	La France insoumise
06	01	1	M	IMBERT	Florent	DXG	LO	Extrême gauche	Lutte ouvrière
06	01	2	M	CIOTTI	Eric	LR	LR	LR-UDI	Les Républicains
06	01	3	F	DLOUSSKY	Nathalie	DIV	div.	Divers	divers inclassable
06	01	4	F	VITETTI	Muriel	RN	RN	Rassemblement national	Rassemblement national
06	01	5	M	LALANDE	Loïc	ECO	Anim.	Divers	Parti animaliste
06	01	6	F	ATHANASOPOULOS	Kenza	DVG	div. g.	Gauche	Divers gauche
06	01	7	F	ZAKRZEWSKI	Sylvie	DSV	Pat.	Extrême droite	Les Patriotes
06	01	8	M	MONETTI	Graig	ENS	LRM-Ensemble	Ensemble	La République en marche
06	01	9	F	BEAUDET	Chantal	DIV	div.	Divers	divers inclassable
06	01	10	M	RAZEAU	Christian	ECO	écol.	Divers	divers écologistes
06	01	11	F	CHAINTRON	Anne-Laure	NUP	LFI-Nupes	Nupes	La France insoumise
06	01	12	F	BEN MOULAY	Lalla-Chama Gabrielle	ECO	EAC	Divers	Ecologie au centre
06	02	1	M	MORLOT	Philippe	DSV	Pat.	Extrême droite	Les Patriotes
06	02	2	F	SULTANI	Emmanuelle	ECO	EAC	Divers	Ecologie au centre
06	02	3	M	MACARIO	Jean-Marc	LR	LR	LR-UDI	Les Républicains
06	02	4	F	NAFFATI	Sonia	NUP	LFI-Nupes	Nupes	La France insoumise
06	02	5	M	GAIFFE	Alexandre	DVD	LR dis.	Droite	dissident Les Républicains
06	02	6	F	REYNARD	Brigitte	ECO	écol.	Divers	divers écologistes
06	02	7	M	ISNARD	Patrick	REC	Rec.	Reconquête	Reconquête !
06	02	8	M	AÏSSOU	Abdel	DVD	MdR	Divers	Mouvement de la ruralité
06	02	9	M	TIVOLI	Lionel	RN	RN	Rassemblement national	Rassemblement national
06	02	10	M	BOUILLEAUX	Alain	DXG	LO	Extrême gauche	Lutte ouvrière
06	02	11	M	DOMBREVAL	Loïc	ENS	LRM-Ensemble	Ensemble	La République en marche
06	02	12	M	POTENTIER	Laurent	DIV	div.	Divers	divers inclassable
06	03	1	F	JAQUET	Estelle	DXG	LO	Extrême gauche	Lutte ouvrière
06	03	2	M	MERCIER	Gabriel-Kayne	ECO	Anim.	Divers	Parti animaliste
06	03	3	M	VARDON	Philippe	REC	Rec.	Reconquête	Reconquête !
06	03	4	M	KANDEL	Benoît	RN	RN	Rassemblement national	Rassemblement national
06	03	5	M	GIUSTI	Enzo	NUP	LFI-Nupes	Nupes	La France insoumise
06	03	6	M	DARMON	David-André	ECO	div. g.	Gauche	Divers gauche
06	03	7	M	PRADAL	Philippe	ENS	Hor.-Ensemble	Ensemble	Horizons
06	03	8	F	CAUSSIN	Marie-Françoise	ECO	EAC	Divers	Ecologie au centre
06	03	9	M	CASTILLO	Laurent	LR	LR	LR-UDI	Les Républicains
06	03	10	F	BOY-MOTTARD	Dominique	RDG	PRG	Gauche	Parti radical de gauche
06	03	11	M	BENOIT	Yann	DIV	div.	Divers	divers inclassable
06	03	12	F	BONALDI	Sylvie	ECO	EELV dis.	Gauche	dissident EELV hors accord Nupes
06	03	13	F	RIVIERE	Marie-Ange	DSV	Pat.	Extrême droite	Les Patriotes
06	04	1	M	MARKIEL	Joseph	DXG	LO	Extrême gauche	Lutte ouvrière
06	04	2	M	BIEDER	David	ECO	Anim.	Divers	Parti animaliste
06	04	3	F	VALETTA-ARDISSON	Alexandra	ENS	LRM-Ensemble	Ensemble	La République en marche
06	04	4	F	BEYL	Christine	ECO	EAC	Divers	Ecologie au centre
06	04	5	M	DUCREUX	Pascal	ECO	écol.	Divers	divers écologistes
06	04	6	M	CARBONEL	Fabrice	DSV	Pat.	Extrême droite	Les Patriotes
06	04	7	F	BOURNOT-POULET	Sophie	NUP	PCF-Nupes	Nupes	Parti communiste français
06	04	8	M	ROUX	Roger	LR	LR	LR-UDI	Les Républicains
06	04	9	F	MASSON	Alexandra	RN	RN	Rassemblement national	Rassemblement national
06	04	10	M	RIEU	Damien	REC	Rec.	Reconquête	Reconquête !
06	05	1	M	DELHEZ	Thibault	DSV	DLF	Extrême droite	Debout la France
06	05	2	M	VELLA	Cédric	REC	Rec.	Reconquête	Reconquête !
06	05	3	F	SOISSON	Nathalie	ECO	écol.	Divers	divers écologistes
06	05	4	F	BRENIER-OHANESSIAN	Marine	ENS	Hor.-Ensemble	Ensemble	Horizons
06	05	5	M	KHALIFA	Frank	RN	RN	Rassemblement national	Rassemblement national
06	05	6	F	D'INTORNI	Christelle	LR	LR	LR-UDI	Les Républicains
06	05	7	F	BENKEMOUN	Agnès	DXG	LO	Extrême gauche	Lutte ouvrière
06	05	8	M	BENASSAYA	Philippe	NUP	EELV-Nupes	Nupes	Europe Ecologie-Les Verts
06	05	9	F	MAIYÉ	Géraldine	ECO	écol.	Divers	divers écologistes
06	05	10	M	SPACH	J.C Wahid	DIV	div.	Divers	divers inclassable
06	06	1	F	BARTOLI	Daniele	DXG	LO	Extrême gauche	Lutte ouvrière
06	06	2	F	TRASTOUR-ISNART	Laurence	LR	LR	LR-UDI	Les Républicains
06	06	3	M	TOUZEAU-MENONI	Philippe	DVC	Rés.	Droite	Résistons !
06	06	4	F	MAZZELLA	Nicole	NUP	LFI-Nupes	Nupes	La France insoumise
06	06	5	M	LOUVEZ	Philippe	DSV	DLF	Extrême droite	Debout la France
06	06	6	M	MION	Jean-Bernard	ENS	Hor.-Ensemble	Ensemble	Horizons
06	06	7	M	ROBIONY	Philippe	ECO	écol.	Divers	divers écologistes
06	06	8	M	MASSON	Bryan	RN	RN	Rassemblement national	Rassemblement national
06	06	9	M	PIACENTINI	Pierre	ECO	EAC	Divers	Ecologie au centre
06	06	10	M	JULIEN	Guillaume	ECO	Anim.	Divers	Parti animaliste
06	06	11	M	CIESLIK	Denis	REC	Rec.	Reconquête	Reconquête !
06	07	1	F	VALLADE	Marie-José	ECO	écol.	Divers	divers écologistes
06	07	2	M	DELCASSE	Arnaud	DVG	FGR	Gauche	Fédération de la gauche républicaine
06	07	3	M	PAUGET	Eric	LR	LR	LR-UDI	Les Républicains
06	07	4	M	MEYER-ABBATUCCI	Arthur	NUP	LFI-Nupes	Nupes	La France insoumise
06	07	5	M	BELGUECHI	Yassin-Faïsal	DIV	div.	Divers	divers inclassable
06	07	6	M	MELE	Eric	ENS	LRM-Ensemble	Ensemble	La République en marche
06	07	7	F	MARIUS	Audrey	REC	Rec.	Reconquête	Reconquête !
06	07	8	M	HVIDSTEN	Axel	ECO	EAC	Divers	Ecologie au centre
06	07	9	F	FEBVAY	Laurie	DSV	DLF	Extrême droite	Debout la France
06	07	10	F	PARGAUD	Megane	ECO	Anim.	Divers	Parti animaliste
06	07	11	M	CORNEC	Tanguy	RN	RN	Rassemblement national	Rassemblement national
06	07	12	F	HUMBERT	Bérengère	DVD	div. d.	Droite	divers droite
06	07	13	M	MARECHAL	Stanislas	DIV	Pirate	Divers	Parti Pirate
06	07	14	M	PETARD	Christian	DXG	LO	Extrême gauche	Lutte ouvrière
06	08	1	F	MARTINS	Adelia	DSV	DLF	Extrême droite	Debout la France
06	08	2	M	DESENS	Jean-Valéry	ENS	Hor.-Ensemble	Ensemble	Horizons
06	08	3	M	DUBOIS	Damien	DXG	POID	Extrême gauche	Parti ouvrier indépendant démocratique
06	08	4	F	FONTANESI	Chantal	ECO	écol.	Divers	divers écologistes
06	08	5	M	GROSJEAN	Adrien	REC	Rec.	Reconquête	Reconquête !
06	08	6	F	BIBIANO	Marie	ECO	écol.	Divers	divers écologistes
06	08	7	M	CLAUDEL	Bernard	DIV	div. d.	Droite	divers droite
06	08	8	F	HAMONET	Chantal	ECO	EAC	Divers	Ecologie au centre
06	08	9	F	PEREIRA	Marie-José	DXG	LO	Extrême gauche	Lutte ouvrière
06	08	10	F	MARTIN	Alexandra	LR	LR	LR-UDI	Les Républicains
06	08	11	F	SOUDANT	Lucia	NUP	LFI-Nupes	Nupes	La France insoumise
06	08	12	F	LANDERER	Dorette	RN	RN	Rassemblement national	Rassemblement national
06	09	1	M	PAUCHET	David	DSV	Pat.	Extrême droite	Les Patriotes
06	09	2	F	TABAROT	Michèle	LR	LR	LR-UDI	Les Républicains
06	09	3	M	NGUYEN	Xuan Truong	REC	Rec.	Reconquête	Reconquête !
06	09	4	M	CAMERANO	Jean-Paul	DVC	LRM dis.	Centre	dissident La République en marche
06	09	5	M	BOULAY	Nicolas	DIV	Pirate	Divers	Parti Pirate
06	09	6	F	CHASSERIAUD	Chantal	NUP	PS-Nupes	Nupes	Parti socialiste
06	09	7	F	BARROERO	Evelyne	ECO	écol.	Divers	divers écologistes
06	09	8	F	TUDIESCHE	Mayaa	ENS	LRM-Ensemble	Ensemble	La République en marche
06	09	9	F	PÉCOUT	Liliane	DXG	LO	Extrême gauche	Lutte ouvrière
06	09	10	M	MATUSZEWSKI	Christian	ECO	div.	Divers	divers inclassable
06	09	11	M	GALBERT	Franck	RN	RN	Rassemblement national	Rassemblement national
07	01	1	F	GINEYS	Severine	ENS	Ensemble	Ensemble	MoDem
07	01	2	F	FLACH	Marie Élisabeth	REC	Rec.	Reconquête	Reconquête !
07	01	3	M	LE LOHER	Erick	DSV	DLF	Extrême droite	Debout la France
07	01	4	M	SAULIGNAC	Hervé	DVG	PS-Nupes	Nupes	Parti socialiste
07	01	5	M	TZAPRENKO	Boris	ECO	Anim.	Divers	Parti animaliste
07	01	6	F	VANDER DONCKT	Muriel	DXG	LO	Extrême gauche	Lutte ouvrière
07	01	7	M	VALLA	Michel	DVD	div. d.	Droite	divers droite
07	01	8	F	PORQUET	Céline	RN	RN	Rassemblement national	Rassemblement national
07	01	9	M	CHAMBONNET	Pascal	DXG	POID	Extrême gauche	Parti ouvrier indépendant démocratique
07	01	10	F	MADEIRA	Clara	REG	rég.	Régionalistes	régionalistes
07	02	1	F	GUILMIN	Claire	DSV	Pat.	Extrême droite	Les Patriotes
07	02	2	F	GAILLARD	Michèle	DXG	LO	Extrême gauche	Lutte ouvrière
07	02	3	M	GRANGIER	Cyrille	RN	RN	Rassemblement national	Rassemblement national
07	02	4	M	GLADIEUX	Sébastien	DVD	MdR	Divers	Mouvement de la ruralité
07	02	5	M	QUENETTE	Marc-Antoine	LR	LR	LR-UDI	Les Républicains
07	02	6	M	CHAIZE	Martin	REG	Agir	Centre	Agir
07	02	7	M	GOULOUZELLE	Christophe	NUP	LFI-Nupes	Nupes	La France insoumise
07	02	8	M	BORY	Philippe	REC	Rec.	Reconquête	Reconquête !
07	02	9	M	DUSSOPT	Olivier	ENS	LRM-Ensemble	Ensemble	La République en marche
07	03	1	F	CAUQUIL	Alexandra	ENS	PRV-Ensemble	Ensemble	Parti radical valoisien
07	03	2	F	PALLOT	Florence	NUP	LFI-Nupes	Nupes	La France insoumise
07	03	3	F	ALIROL	Anne	REG	rég.	Régionalistes	régionalistes
07	03	4	M	BRUN	Fabrice	LR	LR	LR-UDI	Les Républicains
07	03	5	F	TEILLET	Audrey	ECO	Anim.	Divers	Parti animaliste
07	03	6	M	SILVA	Gonzague	DSV	Pat.	Extrême droite	Les Patriotes
07	03	7	M	VERHEIJ	Johan	RN	RN	Rassemblement national	Rassemblement national
07	03	8	M	MARCHISIO	Christophe	DXG	LO	Extrême gauche	Lutte ouvrière
07	03	9	M	GANDON	Gérald	REC	Rec.	Reconquête	Reconquête !
07	03	10	M	UGHETTO	Laurent	DVG	PS dis.	Gauche	dissident PS hors accord Nupes
08	01	1	M	RICHARD	Laurent	RN	RN	Rassemblement national	Rassemblement national
08	01	2	M	DURUISSEAU	Julien	NUP	EELV-Nupes	Nupes	Europe Ecologie-Les Verts
08	01	3	M	RENNESSON	Arnaud	ECO	div.	Divers	divers inclassable
08	01	4	M	VUIBERT	Lionel	ENS	Agir-Ensemble	Ensemble	Agir
08	01	5	M	KALMES	Patrick	DSV	Pat.	Extrême droite	Les Patriotes
08	01	6	F	OCTAVE	Nadia	DXG	LO	Extrême gauche	Lutte ouvrière
08	01	7	M	MARECHAL	Guillaume	LR	LR	LR-UDI	Les Républicains
08	01	8	F	DE CAUSANS	Juliette	DVC	LRM dis.	Centre	dissident La République en marche
08	01	9	M	LAURENT	Sébastien	REC	Rec.	Reconquête	Reconquête !
08	02	1	F	JACQUEMART	Nadège	REC	Rec.	Reconquête	Reconquête !
08	02	2	F	BEDDELEM	Polina	ENS	LRM-Ensemble	Ensemble	La République en marche
08	02	3	M	LOYEZ	Gilles	NUP	LFI-Nupes	Nupes	La France insoumise
08	02	4	F	GALLET	Christelle	ECO	écol.	Divers	divers écologistes
08	02	5	F	TAKAWÉ	Mink	DXG	LO	Extrême gauche	Lutte ouvrière
08	02	6	M	BENYOUCEF	Patrick	DXG	POID	Extrême gauche	Parti ouvrier indépendant démocratique
08	02	7	F	BELLAY	Christelle	DSV	Pat.	Extrême droite	Les Patriotes
08	02	8	M	PHILIPPO	Baptiste	RN	RN	Rassemblement national	Rassemblement national
08	02	9	M	CORDIER	Pierre	LR	div. d.	Droite	divers droite
08	03	1	M	NORTH	Bruno	REC	Rec.	Reconquête	Reconquête !
08	03	2	F	BATISSE	Stella	DSV	DLF	Extrême droite	Debout la France
08	03	3	F	DRION	Estelle	ENS	LRM-Ensemble	Ensemble	La République en marche
08	03	4	M	WARSMANN	Jean-Luc	DVD	div. d.	Droite	divers droite
08	03	5	F	PERRIN	Sophie	NUP	LFI-Nupes	Nupes	La France insoumise
